RiskPerformance,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance,percent,DelqEver,DelqLast12M,PercentSatisfactoryTrades,NumTradesWBalance
Bad,67,117,7,48,16,1,1,90,56,7,2,21,2,48,0,1,1,53,78.0,4,4,3,89,0.16,True,False,76.0,18
Good,76,266,5,98,27,0,0,97,10,6,6,31,2,42,0,0,0,8,81.0,5,4,1,56,0.49019607843137253,True,True,87.0,17
Good,85,112,20,70,11,0,0,100,122,7,7,11,0,73,0,0,0,12,,1,1,0,100,0.16,False,False,100.0,11
Good,65,170,7,67,12,1,0,60,38,7,5,15,2,40,7,0,0,71,,3,2,2,71,0.16,True,False,80.0,10
Bad,67,233,12,66,13,1,0,87,10,6,5,15,0,67,0,1,1,33,81.0,3,2,1,83,0.49019607843137253,True,True,87.0,12
Good,85,133,2,68,43,0,0,100,122,7,7,47,6,34,0,0,0,2,86.0,2,3,0,31,0.16,False,False,91.0,14
Good,82,159,3,60,30,0,0,100,122,7,7,30,4,30,6,0,0,7,35.0,4,3,0,78,0.16,False,False,100.0,23
Bad,74,129,1,70,20,0,0,100,122,7,7,22,3,32,35,0,0,61,84.0,6,3,4,75,0.16,False,False,91.0,16
Bad,61,203,10,57,3,0,0,80,12,7,6,5,1,0,35,0,0,104,,3,2,1,100,0.16,True,False,60.0,5
Bad,64,195,5,52,30,0,0,100,122,7,7,30,5,33,0,4,3,75,,5,2,2,50,0.16,False,False,100.0,15
Bad,86,176,13,67,21,0,0,100,122,7,7,22,0,41,0,1,1,12,79.0,3,2,0,100,0.16,False,False,95.0,22
Bad,57,104,5,52,26,0,0,88,5,6,6,26,3,31,0,3,3,36,58.0,10,2,1,86,0.49019607843137253,True,True,100.0,22
Good,82,73,12,57,8,0,0,100,122,7,7,8,0,25,0,1,1,4,,2,1,1,60,0.16,False,False,100.0,4
Bad,80,182,5,44,18,1,1,95,58,7,2,19,4,32,5,0,0,6,80.0,2,3,0,56,0.16,True,False,95.0,10
Good,82,300,32,117,22,0,0,100,122,7,7,23,0,22,0,1,1,41,43.0,3,2,1,63,0.16,False,False,96.0,14
Good,88,242,21,97,31,0,0,100,122,7,7,38,0,23,3,1,1,1,39.0,4,3,0,33,0.16,False,False,82.0,12
Good,81,302,2,86,37,0,0,95,59,7,6,41,4,41,0,0,0,1,69.0,3,5,0,50,0.16,True,False,90.0,20
Bad,58,22,2,8,4,0,0,100,122,7,7,6,5,50,35,2,2,101,76.0,1,3,1,100,0.16,False,False,67.0,6
Bad,62,168,1,67,16,2,2,89,6,2,2,20,1,42,20,0,0,89,91.0,2,2,1,83,0.49019607843137253,True,True,80.0,16
Good,74,218,9,71,24,0,0,100,122,7,7,24,2,38,8,0,0,42,88.0,7,3,0,77,0.16,False,False,100.0,18
Bad,66,502,4,145,34,0,0,97,36,7,6,37,4,27,4,3,3,80,53.0,17,3,12,83,0.16,True,False,92.0,30
Good,58,421,1,142,24,0,0,96,12,7,6,25,1,20,0,3,3,78,101.0,9,4,7,87,0.16,True,False,96.0,21
Good,86,101,14,56,12,0,0,100,122,7,7,12,0,42,0,0,0,0,,3,1,0,83,0.16,False,False,100.0,9
Good,73,311,4,108,19,0,0,95,11,6,6,19,2,42,0,3,3,23,,4,3,1,54,0.49019607843137253,True,True,100.0,10
Bad,61,272,1,70,8,1,1,78,20,7,6,10,4,22,0,9,9,22,65.0,3,2,0,63,0.16,True,False,80.0,6
Good,83,208,10,100,40,0,0,98,62,7,6,40,2,48,0,0,0,13,88.0,4,2,0,43,0.16,True,False,100.0,17
Bad,70,228,2,49,11,0,0,100,122,7,7,12,2,0,8,0,0,57,,9,2,6,90,0.16,False,False,92.0,10
Good,72,348,4,100,28,0,0,93,27,7,6,28,1,21,3,1,1,40,,14,1,1,100,0.16,True,False,100.0,28
Bad,71,250,3,72,12,3,3,73,63,7,3,15,2,47,0,2,2,29,73.0,2,3,0,83,0.16,True,False,80.0,12
Good,67,85,6,35,16,0,0,100,122,7,7,16,4,19,0,2,2,78,96.0,5,2,3,78,0.16,False,False,100.0,12
Good,56,308,7,98,23,8,7,75,12,2,2,28,1,46,35,5,5,5,37.0,1,2,1,43,0.49019607843137253,True,True,82.0,12
Bad,61,308,12,95,30,0,0,91,2,6,6,32,0,13,0,4,3,81,,7,2,2,82,0.49019607843137253,True,True,94.0,26
Bad,91,296,24,127,9,0,0,100,122,7,7,9,0,22,0,0,0,0,,0,2,0,20,0.16,False,False,100.0,1
Good,83,177,1,60,18,0,0,100,122,7,7,25,4,37,0,2,2,6,74.0,3,3,1,64,0.16,False,False,72.0,16
Good,55,316,8,119,22,1,0,78,1,6,5,23,1,26,0,0,0,29,,4,2,1,50,0.49019607843137253,True,True,96.0,11
Good,83,306,2,92,30,0,0,100,122,7,7,32,3,22,0,0,0,18,,5,1,1,43,0.16,False,False,94.0,13
Bad,75,102,3,50,15,0,0,100,122,7,7,16,3,27,0,3,3,41,98.0,4,2,1,86,0.16,False,False,94.0,13
Good,70,204,20,114,27,0,0,85,4,6,6,27,0,19,0,0,0,8,,2,1,0,50,0.49019607843137253,True,True,100.0,13
Good,73,209,11,84,22,1,0,87,29,7,5,23,1,43,0,1,1,6,84.0,2,2,1,31,0.16,True,False,96.0,7
Bad,75,217,1,74,41,1,1,91,13,7,4,43,5,33,0,4,3,7,88.0,3,4,0,30,0.16,True,False,95.0,12
Bad,64,164,7,70,16,2,1,89,69,7,4,18,1,11,0,4,4,89,,9,1,4,91,0.16,True,False,89.0,16
Bad,86,269,16,97,22,0,0,100,122,7,7,22,0,32,0,4,4,0,,2,2,1,33,0.16,False,False,100.0,7
Bad,92,474,57,258,8,0,0,100,122,7,7,8,0,0,2,1,1,1,,3,2,0,50,0.16,False,False,100.0,4
Bad,54,298,5,107,5,7,6,38,2,4,2,13,3,15,0,0,0,44,29.0,3,2,0,83,0.49019607843137253,True,True,38.0,10
Bad,56,182,26,66,20,2,2,80,3,6,6,21,0,25,0,0,0,42,,11,1,3,92,0.49019607843137253,True,True,95.0,19
Bad,66,256,7,156,42,1,1,80,22,7,4,46,2,43,35,1,1,36,61.0,4,4,2,48,0.16,True,False,91.0,22
Bad,73,85,6,38,10,0,0,100,122,7,7,10,2,50,0,1,1,81,,1,1,0,50,0.16,False,False,100.0,5
Good,57,128,4,61,29,3,2,78,1,2,2,32,4,22,0,0,0,17,76.0,8,5,0,65,0.49019607843137253,True,True,91.0,20
Bad,66,79,3,31,19,0,0,100,122,7,7,20,1,45,0,5,5,81,68.0,6,4,1,100,0.16,False,False,95.0,20
Good,60,230,1,90,29,2,2,91,10,2,3,32,1,28,0,3,3,46,59.0,8,3,4,55,0.49019607843137253,True,True,91.0,17
Bad,51,169,5,70,19,0,0,62,2,6,6,21,1,33,0,0,0,87,48.0,5,2,4,64,0.49019607843137253,True,True,90.0,13
Bad,70,155,4,53,17,1,1,83,23,7,4,36,1,44,35,3,3,43,78.0,4,4,1,80,0.16,True,False,47.0,28
Good,68,279,7,86,9,0,0,89,15,7,6,9,2,78,6,0,0,90,99.0,2,4,2,100,0.16,True,False,100.0,9
Bad,70,74,9,47,16,0,0,100,122,7,7,16,1,50,1,4,4,44,73.0,4,2,2,67,0.16,False,False,100.0,10
Bad,56,58,4,27,30,0,0,97,1,6,6,33,6,15,4,1,1,29,37.0,10,2,2,50,0.49019607843137253,True,True,91.0,16
Bad,59,207,6,68,16,0,0,82,2,6,6,17,2,29,0,2,2,32,,5,2,2,64,0.49019607843137253,True,True,94.0,10
Good,86,142,2,75,18,0,0,100,122,7,7,19,1,37,10,0,0,2,,3,1,0,57,0.16,False,False,95.0,10
Bad,68,46,12,31,11,0,0,91,13,7,6,11,0,36,0,0,0,33,56.0,4,2,0,86,0.16,True,False,100.0,9
Good,63,165,3,53,27,1,1,84,2,2,2,32,3,19,0,1,1,20,80.0,2,2,1,33,0.49019607843137253,True,True,84.0,10
Good,85,141,6,78,10,0,0,91,77,7,6,12,1,27,0,3,3,1,,1,1,0,50,0.16,True,False,83.0,6
Bad,47,247,13,88,25,2,2,70,0,2,2,30,0,30,35,2,2,94,85.0,6,2,2,80,0.49019607843137253,True,True,83.0,24
Bad,70,224,21,68,21,0,0,90,23,7,6,21,0,38,0,3,3,23,44.0,1,1,0,29,0.16,True,False,100.0,6
Bad,59,261,7,158,16,0,0,79,3,6,6,19,1,21,35,0,0,76,86.0,10,2,4,100,0.49019607843137253,True,True,84.0,19
Good,77,368,29,130,16,1,1,71,29,7,3,17,0,18,0,0,0,12,31.0,4,1,0,50,0.16,True,False,94.0,8
Bad,80,88,2,50,20,0,0,95,39,7,6,22,2,48,21,0,0,13,55.0,4,3,0,70,0.16,True,False,91.0,15
Good,91,359,62,188,11,0,0,100,122,7,7,11,0,18,35,0,0,5,,3,1,0,67,0.16,False,False,100.0,7
Good,75,176,7,97,32,0,0,100,122,7,7,34,3,21,35,0,0,17,67.0,9,2,1,67,0.16,False,False,94.0,22
Good,75,422,1,91,55,0,0,100,122,7,7,57,4,33,0,4,4,2,11.0,12,2,1,57,0.16,False,False,96.0,32
Good,68,295,3,107,20,0,0,90,2,6,6,21,1,24,0,1,1,32,,4,1,2,56,0.49019607843137253,True,True,95.0,11
Good,82,589,3,213,6,0,0,100,122,7,7,6,2,17,0,1,1,30,,3,2,1,60,0.16,False,False,100.0,3
Bad,54,68,7,23,5,0,0,83,3,6,6,6,3,33,0,0,0,66,81.0,3,2,1,83,0.49019607843137253,True,True,83.0,4
Good,66,233,7,82,8,1,1,78,4,4,4,9,2,22,0,0,0,0,,0,2,0,60,0.49019607843137253,True,True,89.0,5
Bad,63,208,3,42,8,0,0,100,122,7,7,8,3,88,0,3,2,165,92.0,1,4,1,100,0.16,False,False,100.0,8
Bad,69,63,1,32,16,0,0,100,122,7,7,17,3,41,35,7,7,45,57.0,5,3,0,80,0.16,False,False,94.0,13
Bad,61,128,6,76,12,3,2,67,29,7,3,18,1,56,0,0,0,99,43.0,3,4,1,100,0.16,True,False,67.0,18
Good,84,433,5,136,21,0,0,100,122,7,7,24,1,33,0,0,0,47,87.0,2,3,0,50,0.16,False,False,88.0,12
Bad,78,139,9,74,13,0,0,100,122,7,7,15,1,67,0,1,1,28,,3,1,1,100,0.16,False,False,87.0,15
Good,89,200,1,69,15,0,0,100,122,7,7,18,1,28,0,1,1,3,,2,1,0,75,0.16,False,False,83.0,13
Bad,64,258,4,123,10,1,0,64,5,6,5,11,2,9,0,2,2,36,,4,2,1,50,0.49019607843137253,True,True,91.0,5
Bad,81,155,9,63,18,0,0,100,122,7,7,19,2,28,0,2,2,3,,3,2,0,50,0.16,False,False,95.0,9
Bad,72,263,15,103,22,0,0,100,122,7,7,24,0,25,0,0,0,72,,9,2,2,92,0.16,False,False,92.0,22
Good,62,208,4,118,16,1,0,89,1,6,5,18,2,33,0,1,1,69,66.0,6,4,3,100,0.49019607843137253,True,True,89.0,18
Good,58,199,37,83,23,0,0,78,6,6,6,23,0,17,0,0,0,98,2.0,12,2,8,93,0.49019607843137253,True,True,100.0,21
Good,77,226,4,77,18,0,0,89,28,7,6,18,2,33,0,0,0,30,90.0,2,2,0,80,0.16,True,False,100.0,14
Bad,72,261,27,131,16,1,1,94,13,7,6,16,0,25,35,0,0,11,,1,1,0,29,0.16,True,False,100.0,4
Good,82,247,1,90,25,0,0,100,122,7,7,29,2,24,35,0,0,29,,6,1,1,54,0.16,False,False,86.0,15
Good,82,118,2,48,15,0,0,100,122,7,7,18,2,24,2,2,2,0,,0,1,0,33,0.16,False,False,83.0,5
Good,66,332,4,134,12,4,4,79,72,7,2,14,2,43,8,0,0,47,96.0,4,3,1,100,0.16,True,False,86.0,14
Bad,85,269,18,145,20,0,0,100,122,7,7,20,0,25,10,0,0,20,,5,1,0,64,0.16,False,False,100.0,12
Good,89,315,13,90,13,0,0,100,122,7,7,13,0,15,0,0,0,6,85.0,1,1,0,33,0.16,False,False,100.0,4
Good,67,147,2,62,32,1,1,94,7,3,3,34,4,47,7,0,0,34,94.0,5,4,0,64,0.49019607843137253,True,True,94.0,21
Good,85,312,11,85,32,0,0,100,122,7,7,32,1,25,35,1,1,0,,3,1,0,24,0.16,False,False,100.0,7
Good,70,418,6,102,19,0,0,100,122,7,7,19,5,21,0,1,1,44,,7,2,3,77,0.16,False,False,100.0,14
Good,77,154,9,63,27,0,0,96,7,6,6,27,1,63,0,2,2,1,80.0,1,5,0,60,0.49019607843137253,True,True,100.0,16
Bad,55,161,24,80,14,1,1,69,1,6,3,21,0,31,2,1,1,86,36.0,3,2,2,100,0.49019607843137253,True,True,67.0,21
Bad,69,306,8,48,21,0,0,91,18,7,6,37,1,27,35,1,1,38,77.0,5,3,2,50,0.16,True,False,57.0,18
Bad,70,118,6,52,24,0,0,88,62,7,6,26,5,38,1,2,2,54,,2,1,1,60,0.16,True,False,92.0,15
Bad,71,208,3,62,28,1,1,97,40,7,2,29,6,34,0,1,1,27,97.0,4,3,0,50,0.16,True,False,97.0,14
Good,87,149,26,74,13,0,0,100,122,7,7,17,0,23,4,1,1,0,,0,1,0,50,0.16,False,False,76.0,8
Bad,58,54,3,25,26,0,0,100,122,7,7,26,5,35,1,8,8,73,97.0,8,6,5,74,0.16,False,False,100.0,19
Good,75,187,6,70,32,0,0,100,122,7,7,32,5,28,0,0,0,20,81.0,6,3,1,47,0.16,False,False,100.0,15
Bad,63,163,6,68,35,1,0,86,0,5,5,37,2,27,2,1,1,18,80.0,6,2,1,64,0.49019607843137253,True,True,95.0,23
Bad,74,273,5,73,39,0,0,98,5,6,6,40,3,43,0,1,0,3,138.0,2,7,0,45,0.49019607843137253,True,True,98.0,18
Bad,81,185,13,70,8,0,0,100,122,7,7,9,0,50,0,1,0,40,61.0,2,2,1,67,0.16,False,False,89.0,6
Good,90,197,5,92,13,0,0,100,122,7,7,13,1,46,4,2,2,5,50.0,3,3,0,100,0.16,False,False,100.0,13
Bad,56,256,5,88,38,0,0,79,4,6,6,39,2,23,0,2,2,25,67.0,11,5,3,59,0.49019607843137253,True,True,97.0,23
Good,87,172,14,72,13,0,0,100,122,7,7,13,0,46,16,0,0,0,82.0,0,2,0,40,0.16,False,False,100.0,5
Good,79,125,20,64,11,0,0,100,122,7,7,12,0,33,0,1,1,22,,3,1,0,80,0.16,False,False,92.0,9
Bad,68,117,8,60,31,0,0,100,122,7,7,31,1,42,0,2,2,68,76.0,6,7,1,100,0.16,False,False,100.0,31
Good,84,350,18,98,19,0,0,100,122,7,7,20,0,25,0,0,0,14,24.0,8,3,0,85,0.16,False,False,95.0,17
Good,92,233,25,152,35,0,0,100,122,7,7,36,0,11,0,0,0,0,,2,1,0,38,0.16,False,False,97.0,13
Bad,74,167,13,81,9,1,1,90,55,7,2,10,0,50,1,3,3,59,84.0,1,2,1,75,0.16,True,False,90.0,7
Bad,59,123,4,66,32,1,1,88,6,6,6,32,2,31,35,0,0,36,76.0,5,4,2,56,0.49019607843137253,True,True,100.0,17
Good,62,89,22,61,24,0,0,92,31,7,6,25,0,36,11,0,0,70,,4,1,2,63,0.16,True,False,96.0,15
Good,81,302,23,145,9,1,0,90,53,7,5,10,0,30,21,0,0,1,75.0,2,2,0,80,0.16,True,False,90.0,8
Bad,65,123,2,53,29,4,1,83,11,6,2,36,2,33,35,0,0,15,,5,2,0,50,0.49019607843137253,True,True,81.0,18
Good,68,110,5,48,14,0,0,71,23,7,6,14,1,43,0,1,1,30,78.0,3,2,1,83,0.16,True,False,100.0,11
Bad,64,144,2,63,18,2,2,85,72,7,3,21,3,50,0,6,6,60,80.0,2,5,1,78,0.16,True,False,86.0,16
Good,64,221,2,15,6,0,0,100,122,7,7,15,3,29,35,1,1,74,81.0,4,2,1,100,0.16,False,False,40.0,15
Good,74,148,9,89,17,1,1,95,50,7,2,19,1,47,0,2,1,12,,1,1,0,40,0.16,True,False,89.0,7
Bad,56,180,3,80,35,1,1,95,4,6,6,38,3,63,0,2,2,60,96.0,7,2,2,91,0.49019607843137253,True,True,92.0,34
Bad,77,117,3,55,18,0,0,89,12,7,6,19,1,53,0,3,3,29,65.0,3,4,0,88,0.16,True,False,95.0,16
Good,66,470,5,93,24,1,0,84,8,6,5,25,2,20,0,0,0,28,,3,1,0,36,0.49019607843137253,True,True,96.0,9
Bad,66,288,10,77,27,0,0,96,26,7,6,44,1,44,12,0,0,72,86.0,7,2,3,100,0.16,True,False,61.0,44
Bad,63,88,7,56,5,2,2,83,53,7,2,6,1,50,0,2,2,97,,2,1,1,75,0.16,True,False,83.0,4
Good,76,230,6,76,22,0,0,82,38,7,6,22,2,23,21,0,0,5,,3,1,1,33,0.16,True,False,100.0,7
Bad,72,132,8,66,21,0,0,95,17,7,6,22,1,27,0,0,0,39,83.0,7,3,0,83,0.16,True,False,95.0,18
Bad,54,253,6,94,59,2,0,71,3,5,2,66,5,76,0,0,0,45,55.0,3,2,2,71,0.49019607843137253,True,True,89.0,46
Good,80,139,1,40,12,0,0,100,122,7,7,14,4,36,2,5,5,19,97.0,5,2,0,88,0.16,False,False,86.0,12
Good,87,405,19,124,25,0,0,100,122,7,7,25,0,20,0,0,0,9,,4,1,1,63,0.16,False,False,100.0,15
Good,75,234,0,73,34,1,0,97,30,7,5,45,6,11,0,2,2,11,88.0,6,2,1,33,0.16,True,False,76.0,14
Bad,68,115,6,47,35,0,0,94,6,6,6,36,5,47,4,1,1,25,49.0,7,8,0,75,0.49019607843137253,True,True,97.0,27
Bad,73,211,11,108,26,0,0,97,8,6,6,29,1,14,0,0,0,15,,6,1,0,47,0.49019607843137253,True,True,90.0,13
Good,77,150,5,55,25,0,0,100,122,7,7,26,2,19,0,7,5,11,84.0,2,1,0,30,0.16,False,False,96.0,7
Good,73,187,11,77,24,0,0,100,122,7,7,24,1,50,10,0,0,48,87.0,4,3,2,100,0.16,False,False,100.0,24
Bad,56,197,6,115,16,4,3,74,4,6,2,19,3,32,35,5,5,12,70.0,1,2,0,75,0.49019607843137253,True,True,84.0,14
Good,84,372,5,137,37,0,0,100,122,7,7,37,1,16,35,0,0,2,43.0,8,2,0,45,0.16,False,False,100.0,16
Bad,78,312,29,176,6,1,0,86,62,7,5,7,0,14,0,0,0,37,,1,2,0,50,0.16,True,False,86.0,3
Bad,81,156,8,71,23,0,0,96,18,7,6,24,2,67,3,1,1,11,91.0,2,2,1,67,0.16,True,False,96.0,16
Bad,89,323,19,118,15,0,0,100,122,7,7,15,0,40,10,1,0,0,,1,3,0,50,0.16,False,False,100.0,7
Bad,71,76,5,34,9,0,0,89,37,7,6,9,4,11,0,0,0,53,,4,2,1,67,0.16,True,False,100.0,6
Good,89,167,26,92,16,0,0,100,122,7,7,16,0,38,0,0,0,1,44.0,1,2,0,60,0.16,False,False,100.0,9
Bad,61,288,4,100,36,0,0,97,11,6,6,37,5,51,0,3,3,65,76.0,6,11,2,95,0.49019607843137253,True,True,97.0,35
Bad,63,282,4,71,29,2,2,88,1,6,2,32,4,69,0,1,1,4,81.0,5,4,0,82,0.49019607843137253,True,True,91.0,26
Bad,64,91,4,55,19,1,1,90,0,2,2,20,2,50,0,2,2,24,81.0,6,3,1,82,0.49019607843137253,True,True,95.0,16
Good,82,182,6,106,10,0,0,100,122,7,7,10,1,30,0,0,0,65,,2,2,0,80,0.16,False,False,100.0,8
Bad,70,153,11,85,9,1,0,80,26,7,5,10,1,50,35,0,0,68,74.0,2,2,2,67,0.16,True,False,90.0,6
Good,72,400,3,104,38,0,0,100,122,7,7,39,5,18,0,0,0,37,3.0,9,2,3,63,0.16,False,False,97.0,24
Good,69,158,2,58,24,0,0,96,35,7,6,25,2,16,1,6,6,26,,4,2,2,43,0.16,True,False,96.0,10
Good,84,160,4,70,18,0,0,100,122,7,7,18,2,39,0,0,0,26,97.0,2,2,0,40,0.16,False,False,100.0,7
Good,84,187,3,103,31,0,0,100,122,7,7,31,1,26,4,1,1,19,50.0,4,2,1,70,0.16,False,False,100.0,21
Bad,55,378,15,103,22,2,2,75,1,2,2,26,0,29,35,3,2,40,73.0,5,3,1,67,0.49019607843137253,True,True,85.0,17
Good,87,441,2,103,22,0,0,100,122,7,7,23,3,48,3,2,2,3,83.0,1,3,0,33,0.16,False,False,96.0,7
Bad,59,209,5,96,16,1,1,82,1,6,3,17,1,18,4,1,1,43,,6,1,0,70,0.49019607843137253,True,True,94.0,11
Good,73,160,4,66,14,0,0,86,6,6,6,14,1,14,1,2,2,15,,3,1,1,40,0.49019607843137253,True,True,100.0,5
Good,79,83,2,39,28,0,0,100,122,7,7,31,4,17,0,3,3,6,89.0,3,3,0,46,0.16,False,False,90.0,14
Good,83,187,3,80,29,0,0,100,122,7,7,30,1,33,12,1,1,13,,3,1,2,50,0.16,False,False,97.0,15
Bad,83,92,2,41,18,0,0,100,122,7,7,19,7,32,35,0,0,13,92.0,7,2,0,69,0.16,False,False,95.0,13
Good,60,261,2,121,10,1,0,46,41,7,5,13,1,38,2,1,1,4,101.0,3,2,0,100,0.16,True,False,77.0,13
Good,60,131,6,50,31,0,0,100,122,7,7,31,2,35,10,0,0,75,54.0,14,5,8,95,0.16,False,False,100.0,29
Good,77,79,9,47,12,1,1,92,12,7,3,13,1,62,35,0,0,4,49.0,1,2,0,50,0.16,True,False,92.0,6
Good,90,325,53,187,14,0,0,100,122,7,7,19,0,14,0,0,0,0,,1,2,0,11,0.16,False,False,74.0,2
Bad,68,103,5,47,36,0,0,100,122,7,7,36,3,31,35,1,1,80,80.0,8,4,5,71,0.16,False,False,100.0,25
Bad,69,87,5,35,15,0,0,67,12,7,6,15,2,60,0,2,2,0,76.0,1,2,1,50,0.16,True,False,100.0,7
Good,86,193,8,73,25,0,0,100,122,7,7,25,3,32,35,1,1,3,,3,1,0,50,0.16,False,False,100.0,12
Good,77,213,4,96,45,0,0,96,33,7,6,47,3,23,0,2,2,11,,4,2,0,31,0.16,True,False,96.0,14
Good,70,158,7,77,25,0,0,96,21,7,6,39,1,12,35,2,2,15,,8,1,1,67,0.16,True,False,64.0,26
Good,56,166,8,72,18,1,0,77,3,6,5,22,2,32,5,2,2,82,28.0,5,2,3,88,0.49019607843137253,True,True,82.0,19
Bad,61,66,5,39,16,1,1,90,23,7,6,21,1,75,0,1,1,101,79.0,3,4,1,100,0.16,True,False,76.0,21
Good,81,187,4,90,22,0,0,100,122,7,7,22,2,32,0,0,0,29,81.0,4,2,0,60,0.16,False,False,100.0,13
Good,81,156,1,77,31,0,0,100,122,7,7,37,2,39,0,4,4,13,,1,2,0,33,0.16,False,False,84.0,12
Good,71,205,17,92,39,0,0,100,122,7,7,41,0,25,7,0,0,47,,8,4,5,57,0.16,False,False,95.0,23
Bad,63,150,3,50,29,3,3,91,75,7,3,32,4,75,35,6,6,33,90.0,1,7,1,73,0.16,True,False,91.0,23
Good,88,188,13,82,20,0,0,100,122,7,7,20,0,40,0,0,0,17,82.0,2,2,0,50,0.16,False,False,100.0,10
Good,76,125,8,67,11,0,0,100,122,7,7,12,2,42,35,2,2,59,,2,1,0,100,0.16,False,False,92.0,12
Good,83,187,5,73,33,0,0,97,62,7,6,34,4,79,2,1,1,8,86.0,4,4,0,89,0.16,True,False,97.0,30
Good,83,127,4,60,18,0,0,100,122,7,7,18,5,44,3,1,1,8,81.0,1,3,1,83,0.16,False,False,100.0,14
Bad,71,124,7,53,12,1,1,92,37,7,2,14,1,64,0,1,1,43,34.0,2,3,1,75,0.16,True,False,86.0,10
Bad,66,150,2,52,22,0,0,92,4,6,6,26,3,15,0,2,2,7,37.0,4,2,0,40,0.49019607843137253,True,True,85.0,10
Bad,66,185,8,42,10,0,0,100,122,7,7,10,2,50,1,5,5,57,86.0,4,2,2,86,0.16,False,False,100.0,8
Bad,-9,173,2,59,74,3,3,99,8,2,2,77,9,25,0,10,9,22,97.0,7,4,4,62,0.49019607843137253,True,True,96.0,47
Good,75,260,5,101,9,3,1,58,28,7,4,12,2,33,0,1,1,12,99.0,2,2,0,44,0.16,True,False,75.0,5
Good,60,511,3,40,24,0,0,83,6,6,6,37,3,33,0,2,2,50,44.0,4,3,1,54,0.49019607843137253,True,True,65.0,19
Bad,72,419,1,22,6,0,0,100,122,7,7,12,3,29,9,1,0,37,58.0,3,2,0,71,0.16,False,False,50.0,8
Good,90,235,16,141,13,0,0,100,122,7,7,14,0,21,35,0,0,10,,2,1,0,43,0.16,False,False,93.0,6
Good,83,417,22,113,22,0,0,100,122,7,7,22,0,27,22,0,0,44,,2,1,0,60,0.16,False,False,100.0,13
Bad,73,71,7,41,18,0,0,100,122,7,7,18,2,56,35,1,0,38,86.0,3,3,1,75,0.16,False,False,100.0,13
Bad,64,187,16,85,16,0,0,78,4,6,6,18,0,17,0,0,0,52,,6,1,2,64,0.49019607843137253,True,True,89.0,11
Bad,65,116,10,37,14,1,1,93,72,7,2,15,1,13,0,2,2,52,,3,1,2,56,0.16,True,False,93.0,8
Good,72,228,1,69,15,0,0,100,122,7,7,16,2,38,0,2,2,63,70.0,5,2,2,78,0.16,False,False,94.0,12
Bad,62,144,2,43,22,0,0,100,122,7,7,23,3,35,0,1,1,74,41.0,6,4,3,71,0.16,False,False,96.0,16
Bad,73,176,15,47,14,0,0,100,122,7,7,14,0,7,35,0,0,62,,7,2,4,100,0.16,False,False,100.0,14
Bad,74,455,4,194,20,0,0,95,43,7,6,20,2,25,6,0,0,43,96.0,7,3,1,71,0.16,True,False,100.0,14
Good,85,248,2,103,27,0,0,100,122,7,7,29,3,31,1,2,2,16,,4,1,0,45,0.16,False,False,93.0,13
Good,72,140,3,80,27,0,0,96,66,7,6,27,3,44,35,0,0,22,39.0,5,4,1,75,0.16,True,False,100.0,20
Bad,69,112,2,43,5,0,0,100,122,7,7,7,2,43,35,1,1,37,58.0,3,2,0,83,0.16,False,False,71.0,5
Good,85,143,26,79,26,0,0,100,122,7,7,27,0,15,0,2,2,3,,3,1,0,50,0.16,False,False,96.0,13
Bad,64,242,18,124,16,2,0,47,2,6,5,19,0,74,0,4,4,27,,2,3,0,100,0.49019607843137253,True,True,84.0,19
Bad,68,105,11,58,13,0,0,57,5,6,6,14,1,86,0,0,0,60,58.0,2,2,0,100,0.49019607843137253,True,True,93.0,14
Good,77,143,11,74,21,0,0,100,122,7,7,22,1,23,0,1,1,13,15.0,5,2,1,80,0.16,False,False,95.0,17
Bad,79,298,8,87,30,0,0,90,18,7,6,34,2,29,7,0,0,14,18.0,5,2,0,64,0.16,True,False,88.0,21
Good,63,309,36,112,17,2,1,68,7,4,4,19,0,16,0,1,1,54,,5,1,2,67,0.49019607843137253,True,True,89.0,12
Bad,65,97,2,50,26,2,1,86,4,5,5,28,2,61,35,1,1,2,47.0,1,6,0,78,0.49019607843137253,True,True,93.0,21
Bad,65,60,18,35,9,0,0,100,122,7,7,9,0,44,35,0,0,102,65.0,5,2,2,100,0.16,False,False,100.0,9
Good,75,171,25,80,17,0,0,94,62,7,6,17,0,53,0,0,0,24,,2,2,1,56,0.16,True,False,100.0,9
Bad,63,405,11,84,15,1,0,82,57,7,5,17,1,35,0,0,0,76,91.0,6,2,4,80,0.16,True,False,88.0,13
Good,84,337,1,84,36,0,0,100,122,7,7,44,3,16,0,2,2,3,100.0,6,2,0,53,0.16,False,False,82.0,23
